,question,operation
338,"A buyer's agent earned a $2,400 commision on a sale. If the total commision paid on the deal was 5.5%, what was the sales price of the house? A. $480,000 B. $43,636 C. $87,272 D. $26,400",Multiplication
339,"1999, the population of Alaska was 0.62 million. Write the population as a whole number.",Multiplication
340,20 out of 30 is what percentage?,Division
341,How do you get 64 divided by 0.08?,Division
342,"how many positive 2-digit integers can be formed using the digits {1, 2, 3} if repetition of digits is not allowed?",Multiplication
343,"pose the payoff of a $1 ticket in a tri-state lottery game is $500 with a probability of .00005 and $0 the rest of the time. Let X be the random variable that represents a payoff. What is the payoff of x, on average?",Multiplication
344,"You toss 3 coins. What is the probability that you get exactly 2 heads, given that you get at least one head?",Division
345,A rock has a density of 4 g/ml and a mass of 16 grams. What is the volume this rock occupies?,Division
346,What is 30% of $50?,Multiplication
347,"For example, if there is a 75 % chance of achieving something on a trial and error basis, what is the chances that you will succeed both times?",Multiplication
348,"How many square feet is 7'6"" by 7'6""?",Multiplication
349,"If a cylinder holds a volume of 100 cm3, and is 30 cm tall, what is the area of the bottom of the cylinder?",Division
350,"what is 20 percent of 150,000?",Multiplication
351,how to solve 5.4 divided by 7.2?,Division
352,"What's the probability of Larry having fewer than two accidents a month? ""Larry Fitzgearld, the new parking attendant, believes the probability there will be no accidents in a given month is 5%. The probability of his having one, two or three acidents in a given month is 43%, 31%, and 21% respectively. What is the probability of Larry having fewer than two accidents a month?""",Addition
353,"ase find the common difference in the arithmetic sequence: 205, 199, 193 ...",Subtraction
354,"In order to lift a load a distance of 6m by a pulley, it is necessary to move the effort load by 3m. What would be the velocity ratio?",Division
355,ad to convert 1/6% into a decimal. I,Division
356,"marion deposited 800 dollars in a savings account. one year later, the teller posted $56 in her savings book.at what rate of interest was she paid on her savings ?",Multiplication
357,ips earns $9 per hour for helping his grampa with his yard work. write and solve a multiplcation problem to find how many hours he must help his grandpa to earn 54$,Multiplication
358,A car travels 20 meters east in 1.0 second. The displacement of the car at the end of this 1.0-second interval?,Multiplication
359,what is the percent when you divide 18.5 by 20?,Division
360,What is 21/30 in simplest form?(Fraction)? 2over 30 in simplest form?,Division
361,"find the number of ways all of the event can occur. event 1: 1 way, event 2: 3 ways",Multiplication
362,in a deck of 52 cards. what is the probability of getting a 3 or 9?,Division
363,A block of wood has a density of 0.6 g/cm3 and a volume of 1.2 cm3. What is the mass of the block of wood?,Multiplication
364,what is 11 over 13 as a percent grade?,Division
365,10 is 5% of what number?,Multiplication
366,what percentage would be 35 out of 42?,Division
367,what is the probability of picking an ace from a standard deck of 52 cards? A1/10 B 1/11 C.1/12 D.1/13,Division
368,What percent of 2.4 is 5.2?,Multiplication
369,"the perimeter of a square is equal to 4s, where s is the length of one side. If the value of s is 7 feet, find the perimeter of the square.",Multiplication
370,what is 18% of $225?,Multiplication
371,"culate the percentage of 15, 88 of the number 91, 28 -",Division
372,"if i bought an xbox360 for ÀÁ250, and sold it for ÀÁ135, what percentage did i sell for?",Division
373,"for $186.5, how must GST for 7 % ?",Multiplication
374,there have been 67 shuttle missions and 2 have failed. to the nearest 10th of a percent what percentage were successful?,Division
375,"next number in sequence: 3, 15, 35, 63?",Multiplication
376,"this is the question. 35.3 g= mass. 1.60g/cm cubed , i have to find the volume?",Division
377,How old would a 13 year old be if they lived on Jupiter? 1 Jupiter year = 12 Earth years,Division
378,"re are some sweets in a bag 18 of the sweats are toffees, 12 of the sweets are mints write down the ratio of the number of toffees to the number of mints give your ratio in the simplest form",Division
379,"t is the number of numbers that can be made from the numbers two and three such that the number contains 4 digits. 3, 2323, 2332, 3322, 3232, 3223",Subtraction
380,55% are skiers. 45% are snowboarders. On the opening day 200 patrons are randomly interviewed. How many of these patrons would have been expected to be snowboarders?,Multiplication
381,assume x collect 64 cigratte butts in a day. he can make 1 cigarette if he gets 8 butts. how many cigrette can he somke?,Division
382,The density of silver at 20å¡C is 10.5 g/cm3. What is the volume of a 73 g bar of silver?,Division
383,"after saturday's game, the entire High city High School football team went to eat at a restaurant. Altogether, 35 players ordered hamburgers, 28 ordered a milkshake and a hamburger. 3 ordered only a milkshake. How many players are on the team?",Addition
384,"jan, ellen, rob, heather, and chris are finalists in a contest. the contest has prizes for 1st and 2nd place. how many different ways can the prizes be awarded?",Multiplication
385,You need 2.50lb of meat that sells for $2.70/lb. Use this price to determine a factor to calculate the cost of the meat you need.,Multiplication
386,"the middle of the golf course there is a large storage lake, which is used to water the golf course. if the surface area of the lake is 550 square metre and the average depth is 2.5 metres, what is the volume of the lake??",Multiplication
387,The bottom area of a box is cm2 sand it iecm high n.gure out how much soil will the box hold (.,Multiplication
388,Why is it when you divide 80 by 12?,Division
389,t number gives the same result when multiplyed by 6 as it does when 6 is added to it? a,Addition
390,"If there is a possible total score of 740 points and a student has 694.4, what is their total percentage score?",Division
391,"It has been found that 60 percent of homes subscribe to a cable service including the program ""Cooking with Math"". However, of these subscribers, 13 percent never watch ""Cooking with Math"", while 35 percent claim to watch it more than 5 times per week. Find the probability (as a decimal value) that a randomly selected home subscribes to a cable service including the program ""Cooking with Math"" and watches it more than 5 times per week.",Multiplication
392,What is 30% of $150.00?,Multiplication
393,Find the area of a rectangle if its length measures 12 centimeters and its width measures 14 centimeters?,Multiplication
394,"Sterling silver is composed of 92.5% silver and 7.5 % copper. If a sterling silver ring was found to contain 6.55 g of silver, what is the mass of the ring?",Division
395,"estaurant has 25 entrees and 40 side dishes. If Mary wants to order one entree and one side dish, how many different combinations of entree and side dish could she order? T",Multiplication
396,"what is 4,000,000 divided by 12?",Division
397,the perimeter of an rectangle is 24 cm ( 9 length and 3 width) what is the area of this rectangle?,Multiplication
398,"Assume that the box contains 10 balls: 4 red, 1 green, and 5 blue. Two balls are drawn at random, one after the other without replacement. What is the probability that the first ball was blue, given that the second was red?",Division
399,42 is 60% of what number?,Multiplication
400,each bottle of water is 500 ml. how many ounces is in one 500 ml bottle of water?,Division
401,(-4)^3(-4). How do i solve this?,Subtraction
402,Two angles are supplementary. The first angle measures 40å¡. What is the measurement of the second angle? A50å¡ 120å¡ 60å¡ 140å¡,Subtraction
403,How much is 1.8 minutes?,Multiplication
404,"How many possible combonations are there of these 4 numbers?k I have these four numbers 2,2,5 ,7 a nd I want to how to find out how many combonations there are for these four numbers and maybe a site where I can enter them in and it lists all the combonations for me.",Multiplication
405,is 6/18 a equal fraction to 1/8 or 1/3?,Division
406,"Annual Premium per $1000. Age Male Age Female 10 Year 20 Year Straight Life 25 28 3.25 5.84 15.66 30 33 3.82 7.93 18.98 35 38 4.55 10.33 22.38 How much is the life insurance premium for a 30 year old male, $320,000 straight life policy?",Multiplication
407,What is 15 over 24 in simplest form?,Division
408,sales force of a business consists of 10 men and 10 women . A production unit of 6 people is set up at random .WatWis the probability that it will consist of all men ?,Division
409,"Use the arithmetic sequence of numbers 2, 4, 6, 8, 10. to find the following: What is d , the difference between any two consecutive terms?",Subtraction
410,Jodi earned $22.75 for 3 1/2 hours. What was her hourly wage?,Division
411,5 times 15?,Multiplication
412,what is 6 divide by 131?,Division
413,The United States Is The World's Leading Exporter Of Wheat With Approximately 27.8 Billion Metric Tons Per r. Suppose Turkey Exports 10 % Of The U.S. Total. About How Many Metric Tons Are Exported By Turkey ? . 18 Billion B.8 Billion C.5 Billion D.3 Billion,Multiplication
